sehir,ilce,ev_tipi,metrekare,oda_sayisi,salon_sayisi,banyo_sayisi,bina_yasi,bina_kat_sayisi,bulundugu_kat,balkon,asansor,park_yeri,site_icinde,esyali,isinma_turu,fiyat_tl
Kayseri,Develi,5+2,134,5,2,3,6,25,19,False,True,True,True,True,Kombi,761808
İstanbul,Sancaktepe,1+1,49,1,1,1,7,25,13,False,False,True,True,False,Klima,907439
Gaziantep,İslahiye,5+1,66,5,1,3,31,7,7,False,True,False,True,True,Klima,358450
Kayseri,Develi,1+1,50,1,1,1,34,4,4,False,False,False,False,False,Elektrik,300000
Konya,Akşehir,5+2,129,5,2,3,8,12,0,False,True,False,True,False,Soba,933730
Bursa,Osmangazi,3+2,94,3,2,2,2,7,5,False,False,False,False,True,Kombi,907919
İzmir,Çiğli,3+2,82,3,2,2,29,8,4,True,True,False,True,False,Elektrik,537432
Konya,Akşehir,5+1,110,5,1,3,2,3,1,False,True,True,True,True,Kombi,823378
İstanbul,Zeytinburnu,1+0,35,1,0,1,12,12,0,False,False,False,False,True,Elektrik,437382
İstanbul,Zeytinburnu,5+1,104,5,1,3,17,12,9,False,False,False,True,False,Elektrik,1347285
Ankara,Sincan,1+0,35,1,0,1,10,10,0,True,True,True,True,False,Elektrik,396468
Gaziantep,İslahiye,1+0,35,1,0,1,17,25,0,True,True,True,False,False,Elektrik,300000
Antalya,Manavgat,2+2,71,2,2,2,12,8,7,False,False,False,True,True,Klima,1026837
Adana,Aladağ,5+2,132,5,2,3,11,20,9,False,True,False,False,False,Soba,574401
Antalya,Aksu,3+1,83,3,1,2,38,5,4,True,False,False,True,True,Elektrik,972537
Konya,Selçuklu,4+1,89,4,1,3,16,10,6,True,False,True,False,False,Klima,530077
Antalya,Konyaaltı,4+2,87,4,2,3,3,5,2,True,False,True,False,True,Kombi,1416199
Adana,Yüreğir,4+1,53,4,1,3,13,10,5,False,False,True,False,True,Elektrik,393173
Kayseri,Develi,5+2,130,5,2,3,10,4,3,True,False,False,False,True,Kombi,788650
İzmir,Buca,5+1,100,5,1,3,17,10,9,False,True,True,False,False,Elektrik,776580
İzmir,Gaziemir,1+0,40,1,0,1,12,3,3,True,True,False,True,True,Klima,512359
Gaziantep,Nurdağı,2+2,80,2,2,2,19,10,6,True,True,True,False,True,Soba,464010
Mersin,Mezitli,1+0,35,1,0,1,27,25,0,True,False,False,True,True,Merkezi,300000
Mersin,Tarsus,4+1,69,4,1,3,32,5,0,False,False,False,False,False,Elektrik,300000
İzmir,Gaziemir,3+2,125,3,2,2,9,8,3,True,True,True,True,True,Elektrik,2230203
İstanbul,Gaziosmanpaşa,4+2,135,4,2,3,11,5,0,False,False,True,True,True,Elektrik,2200668
İstanbul,Şişli,1+1,37,1,1,1,16,10,7,False,False,True,True,True,Soba,798262
Gaziantep,Nurdağı,1+1,47,1,1,1,15,25,16,True,False,True,True,False,Doğalgaz,300000
Ankara,Gölbaşı,3+1,46,3,1,2,39,20,6,True,False,False,False,True,Doğalgaz,444649
Mersin,Akdeniz,3+1,68,3,1,2,18,30,29,True,True,True,True,True,Klima,527688
Konya,Karatay,1+1,37,1,1,1,26,15,2,False,True,False,False,False,Merkezi,300000
İstanbul,Üsküdar,2+1,68,2,1,2,13,3,2,False,True,True,True,True,Kombi,1763932
İzmir,Gaziemir,5+1,70,5,1,3,11,12,9,False,False,True,True,False,Merkezi,582325
Konya,Selçuklu,2+2,73,2,2,2,19,30,27,True,True,True,True,True,Doğalgaz,642390
Gaziantep,İslahiye,3+2,86,3,2,2,10,20,14,False,False,True,True,False,Merkezi,350035
Ankara,Pursaklar,3+2,86,3,2,2,13,3,0,True,True,False,True,False,Elektrik,855504
Bursa,Kestel,5+1,43,5,1,3,29,25,21,True,True,True,True,False,Merkezi,322931
İzmir,Karşıyaka,3+2,86,3,2,2,13,8,3,True,True,False,False,True,Doğalgaz,1324469
Konya,Ereğli,5+2,157,5,2,3,46,12,1,False,False,True,False,True,Doğalgaz,784987
Gaziantep,Nizip,1+0,35,1,0,1,33,15,0,False,True,False,False,False,Doğalgaz,300000
Bursa,Kestel,5+1,143,5,1,3,28,15,15,False,True,True,True,True,Soba,1248425
Adana,Kozan,4+1,83,4,1,3,26,15,11,True,True,False,True,False,Doğalgaz,368410
Antalya,Kalkan,3+1,73,3,1,2,43,6,0,True,False,True,False,True,Merkezi,643423
İstanbul,Arnavutköy,5+2,101,5,2,3,20,4,3,True,False,True,True,False,Klima,1289188
Konya,Akşehir,2+1,58,2,1,2,7,30,18,True,False,False,False,False,Klima,300000
Bursa,Gemlik,2+2,67,2,2,2,17,8,4,True,False,False,False,True,Kombi,511175
Bursa,Gemlik,5+1,90,5,1,3,27,25,4,False,True,False,False,False,Elektrik,571815
Mersin,Toroslar,2+2,37,2,2,2,3,3,0,True,True,True,True,False,Kombi,342341
Antalya,Aksu,2+1,73,2,1,2,10,3,2,True,False,False,True,True,Elektrik,707688
Mersin,Akdeniz,3+1,66,3,1,2,26,15,9,False,False,False,False,True,Doğalgaz,300000
Antalya,Döşemealtı,5+2,82,5,2,3,28,12,3,True,True,False,False,True,Elektrik,675615
Ankara,Yenimahalle,2+1,45,2,1,2,3,30,16,True,False,False,False,True,Kombi,711161
Kayseri,Talas,1+0,35,1,0,1,27,8,7,True,True,False,True,False,Merkezi,300000
Kayseri,Develi,5+1,108,5,1,3,22,4,2,True,True,True,False,False,Doğalgaz,436045
Adana,Yüreğir,3+1,63,3,1,2,13,25,10,False,True,False,True,True,Elektrik,454350
Adana,Sarıçam,3+1,53,3,1,2,22,25,19,True,False,False,True,False,Soba,300000
Mersin,Erdemli,4+1,79,4,1,3,25,3,2,False,False,True,False,True,Soba,383289
Mersin,Yenişehir,1+1,53,1,1,1,21,5,4,True,True,True,False,True,Kombi,354117
Mersin,Erdemli,2+2,73,2,2,2,27,25,2,True,False,False,True,True,Doğalgaz,455957
İstanbul,Fatih,4+1,65,4,1,3,22,15,2,False,False,False,False,False,Merkezi,698761
Adana,Seyhan,2+2,88,2,2,2,21,25,3,True,True,True,False,True,Soba,500409
Antalya,Kalkan,1+1,50,1,1,1,19,7,7,True,False,True,True,True,Elektrik,570083
Gaziantep,İslahiye,4+1,98,4,1,3,13,25,4,True,True,True,True,True,Klima,645294
Kayseri,İncesu,4+2,92,4,2,3,12,15,2,False,True,False,True,True,Kombi,743289
Bursa,Gemlik,3+1,60,3,1,2,30,4,1,True,False,True,False,True,Soba,326971
Ankara,Mamak,5+2,79,5,2,3,12,12,5,True,True,False,True,True,Soba,1150143
Konya,Ereğli,5+1,70,5,1,3,30,20,9,True,False,False,False,True,Doğalgaz,347617
Adana,Yüreğir,3+1,41,3,1,2,29,30,23,False,False,True,False,False,Merkezi,300000
Konya,Selçuklu,4+1,86,4,1,3,1,12,8,True,False,True,True,False,Elektrik,587079
Ankara,Elmadağ,1+1,41,1,1,1,49,3,0,False,True,True,False,False,Elektrik,311592
İzmir,Gaziemir,2+2,78,2,2,2,23,6,6,True,False,True,False,False,Klima,726020
İstanbul,Zeytinburnu,5+2,117,5,2,3,47,25,5,True,False,True,True,True,Elektrik,1677523
Konya,Selçuklu,1+0,35,1,0,1,17,6,6,True,False,False,True,True,Elektrik,300000
Bursa,İnegöl,2+2,83,2,2,2,0,12,7,False,True,False,False,True,Merkezi,639792
Gaziantep,Oğuzeli,5+2,83,5,2,3,23,25,2,False,True,False,False,False,Merkezi,319514
Konya,Akşehir,1+0,35,1,0,1,17,15,4,True,True,False,True,True,Kombi,300000
İzmir,Gaziemir,5+2,115,5,2,3,5,30,26,True,False,False,True,False,Elektrik,1401180
Konya,Ereğli,3+1,63,3,1,2,29,20,5,True,True,True,True,True,Kombi,304292
Mersin,Yenişehir,5+2,119,5,2,3,8,5,0,True,False,True,False,True,Kombi,718730
Konya,Akşehir,3+2,98,3,2,2,9,12,2,True,True,False,True,False,Merkezi,436603
Kayseri,Develi,1+1,56,1,1,1,17,6,3,True,True,True,False,True,Klima,388946
Ankara,Yenimahalle,3+2,95,3,2,2,4,20,19,True,True,False,True,True,Elektrik,1801013
Gaziantep,İslahiye,2+2,105,2,2,2,30,8,0,False,True,False,False,False,Klima,357470
Kayseri,Melikgazi,2+2,49,2,2,2,17,5,2,True,False,False,False,True,Doğalgaz,300000
İstanbul,Gaziosmanpaşa,4+2,90,4,2,3,3,4,4,True,False,False,False,True,Kombi,1690826
Gaziantep,Nurdağı,5+2,126,5,2,3,48,7,4,False,False,False,False,True,Merkezi,388051
Mersin,Tarsus,3+2,94,3,2,2,25,5,2,False,False,False,False,False,Elektrik,318810
İzmir,Seferihisar,1+1,41,1,1,1,17,30,7,True,True,False,False,True,Kombi,314835
Gaziantep,Nurdağı,1+0,35,1,0,1,20,4,1,False,True,True,False,True,Soba,300000
Ankara,Beypazarı,1+0,35,1,0,1,20,30,12,False,True,True,False,False,Doğalgaz,356916
Bursa,Gemlik,3+1,57,3,1,2,22,3,1,True,False,True,True,True,Doğalgaz,705433
Antalya,Manavgat,5+1,104,5,1,3,20,25,12,True,True,True,True,False,Elektrik,1223926
Mersin,Tarsus,5+1,78,5,1,3,10,8,4,True,False,False,True,False,Kombi,530801
Gaziantep,İslahiye,1+1,41,1,1,1,23,15,2,False,True,False,False,False,Merkezi,300000
Kayseri,İncesu,3+1,107,3,1,2,29,8,7,True,False,True,False,True,Merkezi,540047
Bursa,Mudanya,5+1,116,5,1,3,25,10,5,True,False,True,False,True,Merkezi,732163
Adana,Seyhan,4+2,102,4,2,3,13,5,3,True,False,True,True,False,Elektrik,802773
Bursa,Mudanya,3+1,62,3,1,2,7,7,3,True,False,True,True,True,Doğalgaz,934615
Konya,Akşehir,1+0,35,1,0,1,46,15,1,False,False,False,False,False,Kombi,300000
Mersin,Toroslar,2+2,88,2,2,2,22,6,6,True,False,False,True,False,Merkezi,528639
İzmir,Balçova,1+1,52,1,1,1,18,30,16,True,True,True,False,True,Soba,424588
Adana,Aladağ,4+1,70,4,1,3,12,5,4,False,False,False,False,True,Merkezi,371406
Gaziantep,Şehitkamil,2+2,77,2,2,2,13,30,24,False,False,False,True,True,Klima,448814
Bursa,Nilüfer,4+1,85,4,1,3,19,6,4,True,True,True,False,True,Kombi,770365
Gaziantep,Nizip,2+1,63,2,1,2,23,25,16,False,False,False,True,False,Doğalgaz,300000
İzmir,Konak,3+1,78,3,1,2,34,7,7,False,False,False,False,False,Klima,733050
Mersin,Toroslar,5+1,110,5,1,3,2,3,3,True,True,False,False,False,Elektrik,791510
Mersin,Akdeniz,3+2,89,3,2,2,23,4,3,False,True,True,False,False,Elektrik,324026
Kayseri,Develi,2+2,85,2,2,2,8,4,0,True,False,False,False,False,Klima,430849
Gaziantep,Oğuzeli,3+2,95,3,2,2,19,8,8,True,True,True,True,True,Elektrik,498974
Antalya,Kepez,3+1,55,3,1,2,0,5,3,True,False,True,True,False,Klima,983975
Ankara,Keçiören,4+1,82,4,1,3,5,20,4,False,False,True,True,False,Merkezi,1119889
İzmir,Bornova,4+2,103,4,2,3,5,5,0,False,False,False,False,False,Klima,1134622
Konya,Karatay,4+2,122,4,2,3,24,5,4,False,False,False,False,True,Doğalgaz,449505
Konya,Selçuklu,5+1,96,5,1,3,8,10,4,True,True,True,False,False,Merkezi,519252
Mersin,Yenişehir,3+2,83,3,2,2,3,12,4,False,True,True,False,True,Merkezi,658313
Mersin,Akdeniz,2+2,82,2,2,2,29,6,1,False,True,False,True,False,Elektrik,347115
Bursa,Gemlik,4+1,103,4,1,3,23,25,23,False,True,True,True,True,Soba,842432
Ankara,Altındağ,3+2,87,3,2,2,15,20,14,False,True,False,True,True,Doğalgaz,976163
Mersin,Yenişehir,2+1,76,2,1,2,12,4,2,False,True,True,True,True,Doğalgaz,655418
Konya,Karatay,5+1,114,5,1,3,46,10,4,False,False,True,False,True,Kombi,371511
İstanbul,Maltepe,2+2,83,2,2,2,17,4,4,True,False,False,True,True,Elektrik,1579389
Bursa,Orhangazi,3+2,92,3,2,2,1,6,5,False,True,True,False,False,Elektrik,1098426
Antalya,Alanya,2+1,52,2,1,2,5,25,23,True,False,False,False,True,Soba,888066
İstanbul,Bakırköy,1+1,68,1,1,1,18,6,5,True,True,False,True,False,Kombi,951972
İstanbul,Şişli,5+2,104,5,2,3,30,30,15,True,False,True,True,True,Merkezi,2309015
Ankara,Altındağ,5+2,151,5,2,3,2,8,0,True,True,True,False,True,Soba,2032575
Mersin,Erdemli,5+1,87,5,1,3,6,12,11,False,False,True,False,True,Merkezi,660357
Konya,Akşehir,4+1,60,4,1,3,10,15,15,True,False,False,False,False,Klima,300000
Mersin,Mezitli,1+1,37,1,1,1,18,15,4,False,False,False,True,False,Elektrik,300000
İzmir,Konak,5+2,114,5,2,3,11,8,3,False,True,False,True,False,Soba,1557842
Gaziantep,Nurdağı,5+1,124,5,1,3,21,4,0,True,True,True,True,True,Doğalgaz,577207
Konya,Karatay,1+1,56,1,1,1,29,3,3,False,True,False,True,True,Doğalgaz,300000
Bursa,Kestel,1+1,46,1,1,1,26,12,12,False,False,False,True,False,Klima,307025
İstanbul,Kadıköy,4+1,64,4,1,3,21,4,1,True,True,False,True,True,Klima,1385135
Bursa,Yıldırım,4+2,106,4,2,3,16,30,17,False,False,False,True,True,Kombi,955079
Mersin,Akdeniz,4+2,108,4,2,3,25,8,2,False,False,False,False,False,Merkezi,565242
Gaziantep,Nurdağı,5+1,82,5,1,3,25,20,7,True,False,False,False,False,Merkezi,300000
Gaziantep,Şahinbey,1+0,35,1,0,1,22,7,0,False,True,False,True,True,Soba,300000
İstanbul,Maltepe,4+2,89,4,2,3,0,15,4,False,False,True,True,False,Soba,1945107
Kayseri,Kocasinan,3+1,91,3,1,2,4,7,4,False,True,True,False,False,Kombi,529821
Konya,Beyşehir,5+2,95,5,2,3,28,4,4,True,False,True,True,False,Soba,463532
Gaziantep,Nizip,1+1,41,1,1,1,30,6,5,True,False,True,False,True,Soba,300000
Mersin,Tarsus,2+1,61,2,1,2,27,8,8,True,True,False,False,True,Kombi,300000
Gaziantep,Oğuzeli,2+2,103,2,2,2,11,5,1,False,True,False,False,True,Merkezi,692727
Mersin,Akdeniz,2+1,51,2,1,2,22,5,3,False,False,True,True,True,Doğalgaz,304419
Antalya,Manavgat,5+1,100,5,1,3,0,25,18,False,False,False,False,True,Soba,1411426
Adana,Aladağ,1+0,35,1,0,1,15,7,2,False,True,False,True,True,Kombi,300548
Adana,Yüreğir,1+1,45,1,1,1,10,4,0,True,False,True,False,True,Soba,300000
Konya,Ereğli,1+0,35,1,0,1,30,8,3,True,True,False,False,True,Elektrik,300000
İstanbul,Çekmeköy,5+2,114,5,2,3,2,25,16,True,True,False,True,False,Doğalgaz,2635569
Konya,Beyşehir,1+0,35,1,0,1,28,4,3,False,True,True,False,False,Kombi,300000
Gaziantep,İslahiye,1+1,46,1,1,1,50,8,7,True,True,True,False,True,Doğalgaz,300000
Bursa,Gemlik,5+1,143,5,1,3,27,12,6,True,False,False,False,False,Kombi,663328
Mersin,Toroslar,1+0,35,1,0,1,16,25,8,False,True,True,False,False,Elektrik,300000
İzmir,Karşıyaka,2+2,89,2,2,2,17,15,7,True,False,False,False,False,Klima,1109540
İzmir,Buca,2+1,65,2,1,2,27,20,17,True,False,True,False,True,Elektrik,539868
Kayseri,Kocasinan,5+1,106,5,1,3,21,4,4,True,False,True,True,False,Merkezi,692668
Gaziantep,Oğuzeli,3+2,105,3,2,2,39,30,29,True,True,True,True,True,Doğalgaz,615977
Kayseri,Develi,4+1,100,4,1,3,22,20,18,True,True,True,False,True,Elektrik,725909
Konya,Karatay,4+2,131,4,2,3,28,20,15,True,False,False,False,True,Kombi,565098
Bursa,Mudanya,1+0,35,1,0,1,14,10,0,True,True,True,True,True,Merkezi,376420
Kayseri,İncesu,5+1,117,5,1,3,19,12,3,True,False,False,False,True,Klima,528296
Ankara,Gölbaşı,3+2,97,3,2,2,25,3,1,False,True,False,True,True,Soba,901939
Konya,Ereğli,4+1,83,4,1,3,9,7,7,False,True,True,False,False,Doğalgaz,581238
Mersin,Yenişehir,2+1,61,2,1,2,9,20,17,False,False,False,True,True,Merkezi,475132
Kayseri,Kocasinan,3+2,66,3,2,2,12,4,2,True,True,True,False,False,Doğalgaz,436573
Mersin,Erdemli,2+2,89,2,2,2,25,30,25,True,False,False,True,True,Soba,691769
Kayseri,Kocasinan,2+1,55,2,1,2,32,5,1,False,False,False,False,False,Elektrik,300000
İzmir,Karşıyaka,2+1,61,2,1,2,23,6,0,True,False,False,False,True,Klima,738100
Konya,Karatay,3+1,69,3,1,2,19,20,15,False,True,True,True,False,Klima,371795
Mersin,Mezitli,1+0,35,1,0,1,5,5,1,False,True,True,True,False,Soba,300000
Ankara,Çankaya,1+1,42,1,1,1,8,10,2,True,False,False,True,True,Soba,760047
Adana,Çukurova,2+2,95,2,2,2,48,4,3,True,False,False,True,True,Elektrik,399129
Antalya,Alanya,4+2,105,4,2,3,7,10,8,True,True,True,False,False,Merkezi,1196397
Kayseri,Talas,4+1,102,4,1,3,10,15,11,False,False,False,True,True,Elektrik,516933
Antalya,Döşemealtı,1+0,35,1,0,1,16,4,0,True,False,False,True,False,Soba,361088
Mersin,Erdemli,3+1,93,3,1,2,28,3,1,False,True,False,False,False,Doğalgaz,365178
Ankara,Altındağ,5+1,84,5,1,3,30,8,6,True,True,True,False,False,Elektrik,853575
Konya,Ereğli,1+0,35,1,0,1,17,25,4,False,False,False,False,True,Klima,300000
Antalya,Kalkan,5+1,103,5,1,3,10,15,0,False,False,True,True,False,Doğalgaz,1109457
Adana,Sarıçam,4+2,81,4,2,3,24,5,4,True,True,False,False,True,Soba,437020
Gaziantep,Şahinbey,3+2,95,3,2,2,18,6,2,True,False,True,True,False,Doğalgaz,420337
Bursa,Nilüfer,3+2,67,3,2,2,46,15,0,True,True,False,False,False,Soba,509340
İzmir,Torbalı,1+1,53,1,1,1,6,15,4,False,False,True,True,False,Doğalgaz,587482
Kayseri,Melikgazi,5+1,130,5,1,3,4,12,0,False,True,False,True,False,Kombi,677826
Bursa,Gemlik,4+1,57,4,1,3,45,15,10,True,False,True,True,False,Doğalgaz,331614
İstanbul,Eyüpsultan,4+2,102,4,2,3,10,15,3,False,False,False,True,False,Klima,1517921
Bursa,Yıldırım,1+1,44,1,1,1,24,7,5,True,True,True,False,True,Doğalgaz,361479
Gaziantep,Şahinbey,1+1,35,1,1,1,10,10,6,False,False,False,False,True,Elektrik,300000
Mersin,Yenişehir,3+2,89,3,2,2,5,20,4,False,True,False,False,False,Merkezi,622871
Bursa,Mudanya,2+1,63,2,1,2,14,20,8,True,False,False,False,False,Doğalgaz,446711
Ankara,Gölbaşı,1+1,52,1,1,1,17,8,7,False,False,True,True,False,Elektrik,598081
Ankara,Etimesgut,4+2,116,4,2,3,40,25,2,False,False,False,True,True,Klima,1222013
İzmir,Balçova,2+2,82,2,2,2,10,4,2,False,False,False,True,True,Elektrik,1042019
Ankara,Elmadağ,5+2,112,5,2,3,25,12,1,False,False,True,False,True,Soba,1213586
Gaziantep,Şahinbey,5+2,99,5,2,3,43,4,4,False,False,True,True,True,Kombi,604505
Kayseri,Melikgazi,2+1,58,2,1,2,20,25,4,False,False,False,True,True,Elektrik,300000
Adana,Çukurova,5+2,117,5,2,3,18,25,9,True,True,False,True,False,Doğalgaz,560025
Adana,Aladağ,1+0,35,1,0,1,2,3,2,True,True,False,False,False,Elektrik,300000
Gaziantep,Nizip,2+2,71,2,2,2,7,10,8,False,True,True,False,False,Merkezi,300000
İzmir,Çiğli,2+1,53,2,1,2,5,5,0,True,True,False,False,True,Doğalgaz,387212
İzmir,Foça,2+2,53,2,2,2,30,12,12,False,True,False,False,False,Merkezi,396693
Adana,Yüreğir,2+1,68,2,1,2,4,10,9,False,True,False,False,False,Doğalgaz,444160
İstanbul,Gaziosmanpaşa,3+2,73,3,2,2,4,30,11,False,True,True,False,False,Klima,1186685
Ankara,Polatlı,5+2,114,5,2,3,16,4,1,False,True,False,True,False,Merkezi,943153
Mersin,Akdeniz,5+2,149,5,2,3,18,30,10,False,False,True,True,False,Elektrik,951197
Kayseri,Talas,1+0,35,1,0,1,22,25,15,True,False,True,False,False,Doğalgaz,300000
İzmir,Bayraklı,1+1,48,1,1,1,10,7,4,False,False,False,True,True,Klima,374979
İzmir,Güzelbahçe,2+1,56,2,1,2,12,25,14,False,True,False,True,True,Soba,589804
Ankara,Yenimahalle,5+2,91,5,2,3,44,5,3,False,True,False,True,True,Klima,826836
Adana,Seyhan,4+1,112,4,1,3,9,4,0,False,False,False,False,True,Merkezi,677934
Gaziantep,Nizip,4+1,73,4,1,3,44,5,4,True,False,False,False,False,Klima,300000
İstanbul,Üsküdar,4+2,131,4,2,3,44,25,11,False,False,False,False,True,Soba,2010560
Kayseri,İncesu,3+2,92,3,2,2,10,25,23,True,False,True,False,True,Elektrik,602664
İstanbul,Kadıköy,1+0,35,1,0,1,21,10,1,False,False,True,False,False,Kombi,542985
İstanbul,Beşiktaş,5+2,135,5,2,3,22,4,0,True,True,True,True,False,Elektrik,2573299
Kayseri,Kocasinan,1+1,56,1,1,1,13,30,5,False,True,False,False,False,Elektrik,300000
Adana,Çukurova,2+1,74,2,1,2,32,4,2,False,False,False,True,False,Soba,300299
İzmir,Balçova,1+1,66,1,1,1,24,12,3,True,False,True,True,False,Kombi,501544
Kayseri,Melikgazi,3+2,122,3,2,2,0,30,8,True,True,False,False,True,Merkezi,957298
İzmir,Foça,1+0,35,1,0,1,12,3,3,False,False,True,False,False,Merkezi,300000
Gaziantep,Nurdağı,1+1,43,1,1,1,3,15,7,False,True,False,False,False,Merkezi,300000
İstanbul,Arnavutköy,1+1,51,1,1,1,41,8,8,True,False,False,True,True,Klima,630225
İstanbul,Çekmeköy,3+1,70,3,1,2,5,7,6,False,False,True,False,True,Kombi,1788298
İstanbul,Bakırköy,1+0,36,1,0,1,9,30,18,False,True,False,False,False,Doğalgaz,515985
İstanbul,Kartal,1+0,35,1,0,1,16,8,0,True,False,True,True,True,Doğalgaz,601179
İzmir,Balçova,1+0,35,1,0,1,1,12,9,True,True,True,True,False,Doğalgaz,409235
Konya,Akşehir,2+1,55,2,1,2,34,20,2,True,False,True,True,True,Merkezi,300000
Adana,Kozan,2+2,85,2,2,2,30,8,1,True,False,True,True,True,Soba,518660
Ankara,Keçiören,4+1,74,4,1,3,8,5,3,True,False,True,True,True,Doğalgaz,1385757
Kayseri,İncesu,2+1,44,2,1,2,0,3,3,True,True,True,False,False,Elektrik,300000
Konya,Beyşehir,2+1,61,2,1,2,28,6,1,False,False,True,True,True,Klima,347167
İzmir,Menderes,3+2,121,3,2,2,28,20,2,False,False,True,True,True,Doğalgaz,1023134
Mersin,Yenişehir,5+2,139,5,2,3,22,8,8,False,True,False,True,True,Doğalgaz,894234
İzmir,Foça,3+2,87,3,2,2,6,12,2,True,False,False,True,False,Soba,1060171
Adana,Aladağ,3+2,102,3,2,2,26,3,0,True,True,True,False,True,Doğalgaz,385200
Bursa,Kestel,5+2,148,5,2,3,17,20,10,False,True,True,False,True,Doğalgaz,1545408
Bursa,Orhangazi,3+1,62,3,1,2,3,10,3,False,True,False,True,True,Klima,762844
Konya,Karatay,2+2,86,2,2,2,17,8,2,False,False,True,False,True,Doğalgaz,474586
Kayseri,Melikgazi,4+1,73,4,1,3,45,5,0,False,False,True,False,True,Soba,300000
Kayseri,Kocasinan,5+2,114,5,2,3,22,5,4,True,False,False,True,False,Merkezi,607335
Antalya,Muratpaşa,2+2,87,2,2,2,7,30,27,False,False,True,True,True,Merkezi,1787245
İstanbul,Şişli,3+2,105,3,2,2,21,30,24,False,False,False,True,False,Merkezi,886798
Bursa,Nilüfer,4+2,126,4,2,3,7,3,3,False,False,True,True,True,Merkezi,1366450
Antalya,Konyaaltı,3+2,84,3,2,2,3,20,18,False,True,False,True,False,Elektrik,1303582
Konya,Beyşehir,1+0,35,1,0,1,18,25,2,True,False,False,False,True,Elektrik,300000
Ankara,Beypazarı,5+1,86,5,1,3,4,30,29,False,True,True,False,False,Merkezi,1155395
Kayseri,Melikgazi,5+1,94,5,1,3,30,8,2,True,True,True,False,True,Klima,526131
Ankara,Altındağ,3+2,92,3,2,2,49,30,30,True,True,False,False,False,Klima,567778
Gaziantep,Oğuzeli,1+0,35,1,0,1,14,4,2,False,True,False,False,False,Klima,300000
Adana,Kozan,1+1,35,1,1,1,0,6,3,False,True,False,True,True,Kombi,300000
Antalya,Kepez,2+1,76,2,1,2,37,12,2,True,False,False,True,False,Soba,709250
Gaziantep,Nizip,1+0,35,1,0,1,0,7,3,True,False,False,False,False,Merkezi,300000
Kayseri,Develi,4+2,96,4,2,3,15,12,7,True,False,True,False,True,Merkezi,771119
Adana,Çukurova,1+0,35,1,0,1,14,5,2,True,True,False,True,True,Elektrik,300000
İzmir,Bornova,3+1,85,3,1,2,15,4,0,True,False,False,False,True,Kombi,1019325
Mersin,Erdemli,1+0,35,1,0,1,12,25,10,False,False,True,False,True,Doğalgaz,300000
Gaziantep,Nizip,2+1,58,2,1,2,6,12,5,False,False,False,False,True,Klima,302315
Konya,Selçuklu,1+1,53,1,1,1,1,30,15,True,False,True,False,True,Merkezi,386077
Adana,Seyhan,5+1,108,5,1,3,25,3,1,True,False,True,True,True,Klima,618141
Konya,Beyşehir,1+1,47,1,1,1,9,15,12,False,True,False,False,True,Elektrik,300000
Gaziantep,Oğuzeli,2+2,93,2,2,2,13,8,0,False,False,False,True,True,Elektrik,495595
Konya,Beyşehir,2+2,94,2,2,2,9,12,4,False,True,True,True,True,Soba,399161
Konya,Akşehir,5+1,134,5,1,3,43,4,4,True,True,False,False,False,Kombi,501309
Mersin,Akdeniz,5+2,140,5,2,3,9,5,1,False,False,True,False,False,Merkezi,700588
Mersin,Erdemli,3+2,102,3,2,2,31,6,0,True,False,False,False,True,Elektrik,370085
Antalya,Manavgat,2+1,51,2,1,2,27,12,11,True,True,False,False,True,Klima,648293
Adana,Aladağ,3+2,87,3,2,2,39,20,13,False,True,False,True,False,Kombi,374902
Kayseri,Melikgazi,2+1,69,2,1,2,27,8,7,False,True,True,False,False,Merkezi,325387
Adana,Seyhan,4+1,85,4,1,3,22,7,1,True,True,True,False,False,Elektrik,435772
Antalya,Aksu,5+1,140,5,1,3,23,4,4,True,True,True,False,False,Merkezi,1396600
Gaziantep,Oğuzeli,2+1,61,2,1,2,10,4,1,True,True,True,False,False,Doğalgaz,373232
Ankara,Yenimahalle,1+0,35,1,0,1,13,12,5,True,False,False,True,False,Doğalgaz,416821
Ankara,Mamak,2+1,66,2,1,2,27,30,4,False,True,True,True,True,Merkezi,569597
Ankara,Keçiören,1+0,35,1,0,1,16,12,12,True,True,True,True,False,Doğalgaz,361346
Antalya,Muratpaşa,1+1,49,1,1,1,34,7,0,True,True,True,True,False,Doğalgaz,526763
Ankara,Yenimahalle,4+1,81,4,1,3,12,20,11,True,True,True,True,True,Elektrik,1270421
Bursa,Gemlik,2+1,62,2,1,2,26,15,0,True,False,False,True,False,Elektrik,369039
Ankara,Yenimahalle,5+1,125,5,1,3,10,10,6,True,False,True,False,True,Merkezi,1665460
